Stage,Name,Client_Revenue,Region,Client_Domain,Existing_Customer,TCS_Revenue,TCS_Domain,TimeStamp,ID
Stage 2,Hot Topic,258816.55699749204,asia-pacific,Telecom,1,8703.525161894846,Application development and maintenance,2021-05-10 20:20:14.998724,528
Stage 6,Hot Topic,258816.55699749204,asia-pacific,Telecom,1,8703.525161894846,Application development and maintenance,2021-05-14 20:20:14.998724,528
Stage 9,Hot Topic,258816.55699749204,asia-pacific,Telecom,1,8703.525161894846,Application development and maintenance,2021-05-25 20:20:14.998724,528
Stage 1,Houchens Industries,184479.3992105029,north america,Media,1,26455.309679382775,Application development and maintenance,2021-01-22 20:20:14.998724,529
Stage 2,Houchens Industries,184479.3992105029,north america,Media,1,26455.309679382775,Application development and maintenance,2021-02-11 20:20:14.998724,529
Stage 3,Houchens Industries,184479.3992105029,north america,Media,1,26455.309679382775,Application development and maintenance,2021-03-21 20:20:14.998724,529
Stage 11,Houchens Industries,184479.3992105029,north america,Media,1,26455.309679382775,Application development and maintenance,2021-06-09 20:20:14.998724,529
Stage 1,Houlihan'S,117208.93664843,north america,BFSI,0,10089.0,Cognitive Business Operations,2020-06-23 20:20:14.998724,530
Stage 9,Houlihan'S,117208.93664843,north america,BFSI,0,10089.0,Cognitive Business Operations,2020-07-17 20:20:14.998724,530
Stage 1,House Of Gas,79447.08310101865,north america,Retail & Distribution,1,5506.050924418367,Application development and maintenance,2018-08-29 20:20:14.998724,531
Stage 2,House Of Gas,79447.08310101865,north america,Retail & Distribution,1,5506.050924418367,Application development and maintenance,2018-08-30 20:20:14.998724,531
Stage 9,House Of Gas,79447.08310101865,north america,Retail & Distribution,1,5506.050924418367,Application development and maintenance,2019-03-09 20:20:14.998724,531
Stage 1,Human Kinetics,203584.60391396322,north america,Retail & Distribution,0,12699.22502404629,Application development and maintenance,2020-11-10 20:20:14.998724,532
Stage 2,Human Kinetics,203584.60391396322,north america,Retail & Distribution,0,12699.22502404629,Application development and maintenance,2020-12-05 20:20:14.998724,532
Stage 3,Human Kinetics,203584.60391396322,north america,Retail & Distribution,0,12699.22502404629,Application development and maintenance,2021-01-16 20:20:14.998724,532
Stage 4,Human Kinetics,203584.60391396322,north america,Retail & Distribution,0,12699.22502404629,Application development and maintenance,2021-02-08 20:20:14.998724,532
Stage 5,Human Kinetics,203584.60391396322,north america,Retail & Distribution,0,12699.22502404629,Application development and maintenance,2021-03-02 20:20:14.998724,532
Stage 10,Human Kinetics,203584.60391396322,north america,Retail & Distribution,0,12699.22502404629,Application development and maintenance,2021-04-24 20:20:14.998724,532
Stage 1,Hunt Petroleum,58152.00496613451,europe,Retail & Distribution,1,4799.0,Enterprise solution,2021-03-19 20:20:14.998724,533
Stage 2,Hunt Petroleum,58152.00496613451,europe,Retail & Distribution,1,4799.0,Enterprise solution,2021-05-02 20:20:14.998724,533
Stage 9,Hunt Petroleum,58152.00496613451,europe,Retail & Distribution,1,4799.0,Enterprise solution,2021-05-26 20:20:14.998724,533
Stage 1,Hyland Software,120556.0,north america,Telecom,1,27049.021281726644,Cloud Infrastructure,2021-01-31 20:20:14.998724,534
Stage 2,Hyland Software,120556.0,north america,Telecom,1,27049.021281726644,Cloud Infrastructure,2021-02-18 20:20:14.998724,534
Stage 9,Hyland Software,120556.0,north america,Telecom,1,27049.021281726644,Cloud Infrastructure,2021-02-27 20:20:14.998724,534
Stage 1,I-Flex Solutions,160027.18218041444,north america,BFSI,1,13472.0,Consulting,2020-05-03 20:20:14.998724,535
Stage 2,I-Flex Solutions,160027.18218041444,north america,BFSI,1,13472.0,Consulting,2020-06-25 20:20:14.998724,535
Stage 9,I-Flex Solutions,160027.18218041444,north america,BFSI,1,13472.0,Consulting,2020-10-12 20:20:14.998724,535
Stage 1,Idea Infinity,112340.60969579936,north america,Hi-Tech,1,18239.938136030793,Asset leverage solutions,2019-10-24 20:20:14.998724,536
Stage 9,Idea Infinity,112340.60969579936,north america,Hi-Tech,1,18239.938136030793,Asset leverage solutions,2020-08-05 20:20:14.998724,536
Stage 1,Ideal Garden Maintenance,84177.0,north america,BFSI,0,16628.7664297561,Enterprise solution,2021-05-28 20:20:14.998724,537
Stage 4,Ideal Garden Maintenance,84177.0,north america,BFSI,0,16628.7664297561,Enterprise solution,2021-05-30 20:20:14.998724,537
Stage 1,Ideal Garden Management,178601.0332154478,middle east and africa,Others,1,9050.0,Consulting,2019-09-29 20:20:14.998724,538
Stage 9,Ideal Garden Management,178601.0332154478,middle east and africa,Others,1,9050.0,Consulting,2019-11-02 20:20:14.998724,538
Stage 1,Ideal Industries,184122.3221091903,north america,BFSI,0,25003.818760900856,IT infrastructure services,2019-12-18 20:20:14.998724,539
Stage 9,Ideal Industries,184122.3221091903,north america,BFSI,0,25003.818760900856,IT infrastructure services,2020-01-06 20:20:14.998724,539
Stage 1,Imation,258626.56485610356,asia-pacific,Retail & Distribution,0,15659.90453745895,Application development and maintenance,2019-06-07 20:20:14.998724,540
Stage 2,Imation,258626.56485610356,asia-pacific,Retail & Distribution,0,15659.90453745895,Application development and maintenance,2019-07-10 20:20:14.998724,540
Stage 9,Imation,258626.56485610356,asia-pacific,Retail & Distribution,0,15659.90453745895,Application development and maintenance,2019-08-05 20:20:14.998724,540
Stage 1,Incluesiv,177988.44353101638,north america,Healthcare,1,9579.0,IT infrastructure services,2020-12-22 20:20:14.998724,541
Stage 9,Incluesiv,177988.44353101638,north america,Healthcare,1,9579.0,IT infrastructure services,2021-01-23 20:20:14.998724,541
Stage 1,Independent Investors,42317.80940302187,europe,Healthcare,1,4847.726617364914,IT infrastructure services,2020-06-06 20:20:14.998724,542
Stage 2,Independent Investors,42317.80940302187,europe,Healthcare,1,4847.726617364914,IT infrastructure services,2020-12-18 20:20:14.998724,542
Stage 9,Independent Investors,42317.80940302187,europe,Healthcare,1,4847.726617364914,IT infrastructure services,2021-01-28 20:20:14.998724,542
Stage 1,Independent Wealth Management,125453.40806284653,middle east and africa,Hi-Tech,1,9986.961559292833,Cloud Infrastructure,2019-03-10 20:20:14.998724,543
Stage 2,Independent Wealth Management,125453.40806284653,middle east and africa,Hi-Tech,1,9986.961559292833,Cloud Infrastructure,2019-09-12 20:20:14.998724,543
Stage 9,Independent Wealth Management,125453.40806284653,middle east and africa,Hi-Tech,1,9986.961559292833,Cloud Infrastructure,2020-01-05 20:20:14.998724,543
Stage 1,Indiewealth,175856.37500788984,india,BFSI,0,11919.691500336954,Application development and maintenance,2020-04-30 20:20:14.998724,544
Stage 9,Indiewealth,175856.37500788984,india,BFSI,0,11919.691500336954,Application development and maintenance,2020-09-16 20:20:14.998724,544
Stage 1,Infinite Wealth,202415.7754070236,others,Telecom,1,23730.404705996007,Application development and maintenance,2020-11-20 20:20:14.998724,545
Stage 2,Infinite Wealth,202415.7754070236,others,Telecom,1,23730.404705996007,Application development and maintenance,2020-12-20 20:20:14.998724,545
Stage 4,Infinite Wealth,202415.7754070236,others,Telecom,1,23730.404705996007,Application development and maintenance,2021-06-09 20:20:14.998724,545
Stage 11,Infinite Wealth,202415.7754070236,others,Telecom,1,23730.404705996007,Application development and maintenance,2021-06-30 20:20:14.998724,545
Stage 1,Infinite Wealth Planners,125577.02460223343,north america,Manufacturing,0,6504.0,Automation and AI,2021-05-11 20:20:14.998724,546
Stage 9,Infinite Wealth Planners,125577.02460223343,north america,Manufacturing,0,6504.0,Automation and AI,2021-05-23 20:20:14.998724,546
Stage 1,Infinity Investment Plan,218609.16023255626,north america,BFSI,1,25112.608886298865,Application development and maintenance,2021-03-07 20:20:14.998724,547
Stage 9,Infinity Investment Plan,218609.16023255626,north america,BFSI,1,25112.608886298865,Application development and maintenance,2021-03-13 20:20:14.998724,547
Stage 1,Infor,108724.0,asia-pacific,Travel and Hospitality,0,3425.0,Cognitive Business Operations,2019-09-15 20:20:14.998724,548
Stage 9,Infor,108724.0,asia-pacific,Travel and Hospitality,0,3425.0,Cognitive Business Operations,2019-10-09 20:20:14.998724,548
Stage 1,Informix,268752.1081092891,north america,BFSI,0,4284.319101052327,Automation and AI,2021-01-19 20:20:14.998724,549
Stage 9,Informix,268752.1081092891,north america,BFSI,0,4284.319101052327,Automation and AI,2021-05-28 20:20:14.998724,549
Stage 1,Integra Design,66983.0,middle east and africa,BFSI,1,4588.0,Business process outsourcing,2020-06-20 20:20:14.998724,550
Stage 2,Integra Design,66983.0,middle east and africa,BFSI,1,4588.0,Business process outsourcing,2020-12-31 20:20:14.998724,550
Stage 9,Integra Design,66983.0,middle east and africa,BFSI,1,4588.0,Business process outsourcing,2021-01-31 20:20:14.998724,550
Stage 1,Integra Investment Plan,134026.0,north america,Media,1,7297.0,Automation and AI,2021-03-26 20:20:14.998724,551
Stage 9,Integra Investment Plan,134026.0,north america,Media,1,7297.0,Automation and AI,2021-05-30 20:20:14.998724,551
Stage 1,Integra Investment Service,248948.66291338345,north america,BFSI,0,8195.136911392723,Cognitive Business Operations,2020-01-01 20:20:14.998724,552
Stage 9,Integra Investment Service,248948.66291338345,north america,BFSI,0,8195.136911392723,Cognitive Business Operations,2020-03-14 20:20:14.998724,552
Stage 1,Integra Wealth,92807.05268663587,north america,BFSI,1,9332.0,Enterprise solution,2020-10-12 20:20:14.998724,553
Stage 9,Integra Wealth,92807.05268663587,north america,BFSI,1,9332.0,Enterprise solution,2021-03-18 20:20:14.998724,553
Stage 1,Integra Wealth Planners,83801.5396215746,north america,BFSI,1,10351.0,Application development and maintenance,2020-01-27 20:20:14.998724,554
Stage 9,Integra Wealth Planners,83801.5396215746,north america,BFSI,1,10351.0,Application development and maintenance,2020-02-06 20:20:14.998724,554
Stage 1,Intel,230425.28412702365,north america,Manufacturing,1,12488.0,Application development and maintenance,2021-01-08 20:20:14.998724,555
Stage 9,Intel,230425.28412702365,north america,Manufacturing,1,12488.0,Application development and maintenance,2021-02-26 20:20:14.998724,555
Stage 1,Intelacard,120201.0,latin america,Manufacturing,0,5139.50115674625,Cognitive Business Operations,2021-04-06 20:20:14.998724,556
Stage 9,Intelacard,120201.0,latin america,Manufacturing,0,5139.50115674625,Cognitive Business Operations,2021-05-22 20:20:14.998724,556
Stage 1,Intelli Wealth Group,71330.68884900589,north america,BFSI,1,26146.763190485028,Business process outsourcing,2019-06-15 20:20:14.998724,557
Stage 2,Intelli Wealth Group,71330.68884900589,north america,BFSI,1,26146.763190485028,Business process outsourcing,2020-01-20 20:20:14.998724,557
Stage 3,Intelli Wealth Group,71330.68884900589,north america,BFSI,1,26146.763190485028,Business process outsourcing,2021-04-01 20:20:14.998724,557
Stage 9,Intelli Wealth Group,71330.68884900589,north america,BFSI,1,26146.763190485028,Business process outsourcing,2021-09-02 20:20:14.998724,557
Stage 1,Intercontinental Manufacturing Company,255680.02958005486,north america,Hi-Tech,0,5316.474134914372,Automation and AI,2020-07-16 20:20:14.998724,558
Stage 9,Intercontinental Manufacturing Company,255680.02958005486,north america,Hi-Tech,0,5316.474134914372,Automation and AI,2020-08-19 20:20:14.998724,558
Stage 1,International Business Machines (Ibm),38260.0,north america,BFSI,1,25105.011939170494,Application development and maintenance,2021-04-04 20:20:14.998724,559
Stage 9,International Business Machines (Ibm),38260.0,north america,BFSI,1,25105.011939170494,Application development and maintenance,2021-04-22 20:20:14.998724,559
Stage 1,International Game Technology (Igt),74813.63214396067,europe,BFSI,1,9769.0,Application development and maintenance,2021-01-18 20:20:14.998724,560
Stage 3,International Game Technology (Igt),74813.63214396067,europe,BFSI,1,9769.0,Application development and maintenance,2021-02-03 20:20:14.998724,560
Stage 10,International Game Technology (Igt),74813.63214396067,europe,BFSI,1,9769.0,Application development and maintenance,2021-02-26 20:20:14.998724,560
Stage 1,International Paper,189264.5437364115,north america,Healthcare,1,10068.0,Application development and maintenance,2021-06-02 20:20:14.998724,561
Stage 1,Interplay Entertainment,59517.0,north america,BFSI,1,23807.037549443095,Enterprise solution,2020-02-10 20:20:14.998724,562
Stage 2,Interplay Entertainment,59517.0,north america,BFSI,1,23807.037549443095,Enterprise solution,2020-02-10 20:20:14.998724,562
Stage 3,Interplay Entertainment,59517.0,north america,BFSI,1,23807.037549443095,Enterprise solution,2020-08-05 20:20:14.998724,562
Stage 9,Interplay Entertainment,59517.0,north america,BFSI,1,23807.037549443095,Enterprise solution,2020-08-19 20:20:14.998724,562
Stage 1,Interstate Batteries,43238.18477967754,north america,Retail & Distribution,1,14023.396964199008,Application development and maintenance,2019-10-04 20:20:14.998724,563
Stage 2,Interstate Batteries,43238.18477967754,north america,Retail & Distribution,1,14023.396964199008,Application development and maintenance,2019-11-19 20:20:14.998724,563
Stage 9,Interstate Batteries,43238.18477967754,north america,Retail & Distribution,1,14023.396964199008,Application development and maintenance,2020-01-07 20:20:14.998724,563
Stage 1,Intuit,217872.77841025914,europe,Retail & Distribution,1,16330.208808988762,Asset leverage solutions,2019-03-06 20:20:14.998724,564
Stage 9,Intuit,217872.77841025914,europe,Retail & Distribution,1,16330.208808988762,Asset leverage solutions,2019-07-13 20:20:14.998724,564
Stage 1,Ion Media Networks,147078.1584689901,north america,BFSI,1,10359.463154009447,Enterprise solution,2019-04-06 20:20:14.998724,565
Stage 9,Ion Media Networks,147078.1584689901,north america,BFSI,1,10359.463154009447,Enterprise solution,2019-10-02 20:20:14.998724,565
Stage 1,Irobot,175396.8041442169,europe,Telecom,1,6717.245385638367,Application development and maintenance,2019-12-25 20:20:14.998724,566
Stage 2,Irobot,175396.8041442169,europe,Telecom,1,6717.245385638367,Application development and maintenance,2020-06-18 20:20:14.998724,566
Stage 3,Irobot,175396.8041442169,europe,Telecom,1,6717.245385638367,Application development and maintenance,2020-09-02 20:20:14.998724,566
Stage 9,Irobot,175396.8041442169,europe,Telecom,1,6717.245385638367,Application development and maintenance,2021-01-07 20:20:14.998724,566
Stage 1,Iron Mountain,106464.1123278097,middle east and africa,Retail & Distribution,0,8616.847329804012,Application development and maintenance,2020-04-28 20:20:14.998724,567
Stage 2,Iron Mountain,106464.1123278097,middle east and africa,Retail & Distribution,0,8616.847329804012,Application development and maintenance,2020-07-10 20:20:14.998724,567
Stage 9,Iron Mountain,106464.1123278097,middle east and africa,Retail & Distribution,0,8616.847329804012,Application development and maintenance,2020-09-27 20:20:14.998724,567
Stage 1,J. C. Penny,125876.40735148625,india,Media,1,14963.787640751772,Application development and maintenance,2021-05-14 20:20:14.998724,568
Stage 1,J. P. Morgan Chase And Co.,107164.61437669714,north america,Retail & Distribution,0,20757.04630414667,Cognitive Business Operations,2021-04-28 20:20:14.998724,569
Stage 2,J. P. Morgan Chase And Co.,107164.61437669714,north america,Retail & Distribution,0,20757.04630414667,Cognitive Business Operations,2021-05-28 20:20:14.998724,569
Stage 9,J. P. Morgan Chase And Co.,107164.61437669714,north america,Retail & Distribution,0,20757.04630414667,Cognitive Business Operations,2021-06-26 20:20:14.998724,569
Stage 1,Jack In The Box,131641.0,north america,Retail & Distribution,1,4876.00516362533,Application development and maintenance,2021-02-07 20:20:14.998724,570
Stage 9,Jack In The Box,131641.0,north america,Retail & Distribution,1,4876.00516362533,Application development and maintenance,2021-03-18 20:20:14.998724,570
Stage 1,Jackhammer Technologies,44486.0,middle east and africa,Manufacturing,0,16016.294702286741,Engineering and Industrial services,2021-03-30 20:20:14.998724,571
Stage 9,Jackhammer Technologies,44486.0,middle east and africa,Manufacturing,0,16016.294702286741,Engineering and Industrial services,2021-05-21 20:20:14.998724,571
Stage 1,Jackpot Consultant,129356.0,north america,Hi-Tech,1,17268.095362515487,Application development and maintenance,2021-02-10 20:20:14.998724,572
Stage 2,Jackpot Consultant,129356.0,north america,Hi-Tech,1,17268.095362515487,Application development and maintenance,2021-03-31 20:20:14.998724,572
Stage 3,Jackpot Consultant,129356.0,north america,Hi-Tech,1,17268.095362515487,Application development and maintenance,2021-06-04 20:20:14.998724,572
Stage 9,Jackpot Consultant,129356.0,north america,Hi-Tech,1,17268.095362515487,Application development and maintenance,2021-07-17 20:20:14.998724,572
Stage 1,Jarden,175240.238281756,north america,BFSI,1,22385.91245236712,IT infrastructure services,2021-04-08 20:20:14.998724,573
Stage 9,Jarden,175240.238281756,north america,BFSI,1,22385.91245236712,IT infrastructure services,2021-05-12 20:20:14.998724,573
Stage 1,Jcpenney,47816.60402921462,europe,Travel and Hospitality,1,14318.135258355578,Cloud Infrastructure,2020-05-31 20:20:14.998724,574
Stage 9,Jcpenney,47816.60402921462,europe,Travel and Hospitality,1,14318.135258355578,Cloud Infrastructure,2020-09-29 20:20:14.998724,574
Stage 1,Jetblue Airways,221544.6298754783,asia-pacific,Retail & Distribution,1,4290.719713593643,IT infrastructure services,2019-02-05 20:20:14.998724,575
Stage 2,Jetblue Airways,221544.6298754783,asia-pacific,Retail & Distribution,1,4290.719713593643,IT infrastructure services,2019-02-07 20:20:14.998724,575
Stage 9,Jetblue Airways,221544.6298754783,asia-pacific,Retail & Distribution,1,4290.719713593643,IT infrastructure services,2019-03-11 20:20:14.998724,575
Stage 1,Jimmy John'S,262210.0064861534,europe,Telecom,1,16653.961285548914,Application development and maintenance,2020-09-29 20:20:14.998724,576
Stage 2,Jimmy John'S,262210.0064861534,europe,Telecom,1,16653.961285548914,Application development and maintenance,2021-01-12 20:20:14.998724,576
Stage 3,Jimmy John'S,262210.0064861534,europe,Telecom,1,16653.961285548914,Application development and maintenance,2021-01-16 20:20:14.998724,576
Stage 9,Jimmy John'S,262210.0064861534,europe,Telecom,1,16653.961285548914,Application development and maintenance,2021-08-28 20:20:14.998724,576
Stage 1,Jl Audio,63335.295673215645,north america,Healthcare,1,6750.0,Cognitive Business Operations,2021-02-28 20:20:14.998724,577
Stage 9,Jl Audio,63335.295673215645,north america,Healthcare,1,6750.0,Cognitive Business Operations,2021-04-17 20:20:14.998724,577
Stage 1,Jn-International Medical Corporation,144447.87672050006,north america,Retail & Distribution,1,21280.709712431042,Cloud Infrastructure,2021-01-09 20:20:14.998724,578
Stage 9,Jn-International Medical Corporation,144447.87672050006,north america,Retail & Distribution,1,21280.709712431042,Cloud Infrastructure,2021-04-11 20:20:14.998724,578
Stage 1,Johnson & Johnson,166350.5556195386,north america,Telecom,1,9309.0,Enterprise solution,2020-10-05 20:20:14.998724,579
Stage 2,Johnson & Johnson,166350.5556195386,north america,Telecom,1,9309.0,Enterprise solution,2020-11-03 20:20:14.998724,579
Stage 3,Johnson & Johnson,166350.5556195386,north america,Telecom,1,9309.0,Enterprise solution,2020-11-06 20:20:14.998724,579
Stage 9,Johnson & Johnson,166350.5556195386,north america,Telecom,1,9309.0,Enterprise solution,2021-01-23 20:20:14.998724,579
Stage 1,Johnson Controls,82826.82751001514,north america,Telecom,1,25266.36310601447,Application development and maintenance,2021-02-11 20:20:14.998724,580
Stage 2,Johnson Controls,82826.82751001514,north america,Telecom,1,25266.36310601447,Application development and maintenance,2021-03-03 20:20:14.998724,580
Stage 3,Johnson Controls,82826.82751001514,north america,Telecom,1,25266.36310601447,Application development and maintenance,2021-03-17 20:20:14.998724,580
Stage 9,Johnson Controls,82826.82751001514,north america,Telecom,1,25266.36310601447,Application development and maintenance,2021-04-29 20:20:14.998724,580
Stage 1,Jones Soda Co.,182434.4324164919,india,Media,0,10614.254823377774,Cloud Infrastructure,2020-06-04 20:20:14.998724,581
Stage 9,Jones Soda Co.,182434.4324164919,india,Media,0,10614.254823377774,Cloud Infrastructure,2021-05-06 20:20:14.998724,581
Stage 1,Journal Communications,149854.0,north america,BFSI,0,27026.82465536499,Cognitive Business Operations,2019-02-04 20:20:14.998724,582
Stage 9,Journal Communications,149854.0,north america,BFSI,0,27026.82465536499,Cognitive Business Operations,2019-02-27 20:20:14.998724,582
Stage 1,Just For Fun,224253.42904108093,europe,Energy & Utilities,1,25060.134141787203,Assurance services,2020-12-12 20:20:14.998724,583
Stage 9,Just For Fun,224253.42904108093,europe,Energy & Utilities,1,25060.134141787203,Assurance services,2021-02-07 20:20:14.998724,583
Stage 1,Kbr,149187.51862272236,north america,Others,1,12951.851780782205,Engineering and Industrial services,2021-02-11 20:20:14.998724,584
Stage 3,Kbr,149187.51862272236,north america,Others,1,12951.851780782205,Engineering and Industrial services,2021-02-28 20:20:14.998724,584
Stage 4,Kbr,149187.51862272236,north america,Others,1,12951.851780782205,Engineering and Industrial services,2021-05-09 20:20:14.998724,584
Stage 5,Kbr,149187.51862272236,north america,Others,1,12951.851780782205,Engineering and Industrial services,2021-06-05 20:20:14.998724,584
Stage 6,Kbr,149187.51862272236,north america,Others,1,12951.851780782205,Engineering and Industrial services,2021-07-11 20:20:14.998724,584
Stage 9,Kbr,149187.51862272236,north america,Others,1,12951.851780782205,Engineering and Industrial services,2021-08-13 20:20:14.998724,584
Stage 1,Kellogg Company,51817.04639860822,europe,Healthcare,1,13658.478590529958,Asset leverage solutions,2020-09-30 20:20:14.998724,585
Stage 9,Kellogg Company,51817.04639860822,europe,Healthcare,1,13658.478590529958,Asset leverage solutions,2020-10-22 20:20:14.998724,585
Stage 1,Kenexa Corporation,176043.9083096365,europe,BFSI,0,5733.0,Business process outsourcing,2019-03-12 20:20:14.998724,586
Stage 9,Kenexa Corporation,176043.9083096365,europe,BFSI,0,5733.0,Business process outsourcing,2019-03-23 20:20:14.998724,586
Stage 1,Kenworth,206456.49703312418,europe,Healthcare,1,7434.0,Application development and maintenance,2020-12-24 20:20:14.998724,587
Stage 2,Kenworth,206456.49703312418,europe,Healthcare,1,7434.0,Application development and maintenance,2021-02-16 20:20:14.998724,587
Stage 9,Kenworth,206456.49703312418,europe,Healthcare,1,7434.0,Application development and maintenance,2021-07-06 20:20:14.998724,587
Stage 1,Kerr-Mcgee,73201.0,UK,Healthcare,1,14374.297422674526,Engineering and Industrial services,2020-02-16 20:20:14.998724,588
Stage 2,Kerr-Mcgee,73201.0,UK,Healthcare,1,14374.297422674526,Engineering and Industrial services,2020-05-27 20:20:14.998724,588
Stage 9,Kerr-Mcgee,73201.0,UK,Healthcare,1,14374.297422674526,Engineering and Industrial services,2020-06-12 20:20:14.998724,588
Stage 1,Kfc,196508.88753506943,north america,Others,1,20063.028854046162,Application development and maintenance,2018-07-18 20:20:14.998724,589
Stage 9,Kfc,196508.88753506943,north america,Others,1,20063.028854046162,Application development and maintenance,2018-11-22 20:20:14.998724,589
Stage 1,Kimberly-Clark,92216.059883726,north america,Others,0,5322.658472235654,Application development and maintenance,2020-07-30 20:20:14.998724,590
Stage 9,Kimberly-Clark,92216.059883726,north america,Others,0,5322.658472235654,Application development and maintenance,2020-09-22 20:20:14.998724,590
Stage 1,Kingston Technology,80594.15574801569,europe,Manufacturing,1,11538.0,Engineering and Industrial services,2020-04-10 20:20:14.998724,591
Stage 2,Kingston Technology,80594.15574801569,europe,Manufacturing,1,11538.0,Engineering and Industrial services,2020-08-23 20:20:14.998724,591
Stage 3,Kingston Technology,80594.15574801569,europe,Manufacturing,1,11538.0,Engineering and Industrial services,2020-11-09 20:20:14.998724,591
Stage 9,Kingston Technology,80594.15574801569,europe,Manufacturing,1,11538.0,Engineering and Industrial services,2021-02-11 20:20:14.998724,591
Stage 1,Klipsch Audio Technologies,70261.79862239808,india,BFSI,1,14464.0,Cloud Infrastructure,2018-09-25 20:20:14.998724,592
Stage 2,Klipsch Audio Technologies,70261.79862239808,india,BFSI,1,14464.0,Cloud Infrastructure,2019-01-09 20:20:14.998724,592
Stage 9,Klipsch Audio Technologies,70261.79862239808,india,BFSI,1,14464.0,Cloud Infrastructure,2019-03-01 20:20:14.998724,592
Stage 1,Kmart,130772.0,asia-pacific,Healthcare,0,3035.7230461582335,Cognitive Business Operations,2021-05-31 20:20:14.998724,593
Stage 11,Kmart,130772.0,asia-pacific,Healthcare,0,3035.7230461582335,Cognitive Business Operations,2021-06-01 20:20:14.998724,593
Stage 1,Knockout Kickboxing,154989.60307238874,asia-pacific,Energy & Utilities,0,5762.3583517468305,Enterprise solution,2020-07-15 20:20:14.998724,594
Stage 2,Knockout Kickboxing,154989.60307238874,asia-pacific,Energy & Utilities,0,5762.3583517468305,Enterprise solution,2021-01-09 20:20:14.998724,594
Stage 9,Knockout Kickboxing,154989.60307238874,asia-pacific,Energy & Utilities,0,5762.3583517468305,Enterprise solution,2021-01-26 20:20:14.998724,594
Stage 1,Koch Industries,109226.0,india,Healthcare,0,7045.0,Assurance services,2021-03-27 20:20:14.998724,595
Stage 4,Koch Industries,109226.0,india,Healthcare,0,7045.0,Assurance services,2021-05-17 20:20:14.998724,595
Stage 6,Koch Industries,109226.0,india,Healthcare,0,7045.0,Assurance services,2021-05-27 20:20:14.998724,595
Stage 1,Kohler Company,131745.0950300161,north america,Telecom,1,3922.0,Business process outsourcing,2020-08-22 20:20:14.998724,596
Stage 2,Kohler Company,131745.0950300161,north america,Telecom,1,3922.0,Business process outsourcing,2020-08-24 20:20:14.998724,596
Stage 3,Kohler Company,131745.0950300161,north america,Telecom,1,3922.0,Business process outsourcing,2020-09-12 20:20:14.998724,596
Stage 4,Kohler Company,131745.0950300161,north america,Telecom,1,3922.0,Business process outsourcing,2021-01-29 20:20:14.998724,596
Stage 11,Kohler Company,131745.0950300161,north america,Telecom,1,3922.0,Business process outsourcing,2021-02-12 20:20:14.998724,596
Stage 1,Komerci,194660.63560390388,europe,Retail & Distribution,1,5828.0,IT infrastructure services,2021-01-17 20:20:14.998724,597
Stage 2,Komerci,194660.63560390388,europe,Retail & Distribution,1,5828.0,IT infrastructure services,2021-03-29 20:20:14.998724,597
Stage 9,Komerci,194660.63560390388,europe,Retail & Distribution,1,5828.0,IT infrastructure services,2021-07-29 20:20:14.998724,597
Stage 1,Konsili,195094.62865096677,north america,BFSI,1,25776.04908552256,Application development and maintenance,2021-02-19 20:20:14.998724,598
Stage 5,Konsili,195094.62865096677,north america,BFSI,1,25776.04908552256,Application development and maintenance,2021-03-22 20:20:14.998724,598
Stage 6,Konsili,195094.62865096677,north america,BFSI,1,25776.04908552256,Application development and maintenance,2021-04-17 20:20:14.998724,598
Stage 8,Konsili,195094.62865096677,north america,BFSI,1,25776.04908552256,Application development and maintenance,2021-05-26 20:20:14.998724,598
Stage 1,Kpmg,224354.85834224548,north america,Manufacturing,1,15168.097631299288,Consulting,2020-08-11 20:20:14.998724,599
Stage 9,Kpmg,224354.85834224548,north america,Manufacturing,1,15168.097631299288,Consulting,2020-12-13 20:20:14.998724,599
Stage 1,Kraft Foods,254014.84282832692,north america,BFSI,1,10758.0,Enterprise solution,2020-12-18 20:20:14.998724,600
Stage 9,Kraft Foods,254014.84282832692,north america,BFSI,1,10758.0,Enterprise solution,2021-03-19 20:20:14.998724,600
Stage 1,Kroger,227175.38079572376,north america,Telecom,0,11344.0,Application development and maintenance,2021-04-18 20:20:14.998724,601
Stage 9,Kroger,227175.38079572376,north america,Telecom,0,11344.0,Application development and maintenance,2021-04-18 20:20:14.998724,601
Stage 1,Kurzweil Educational Systems,205968.42942068656,north america,Retail & Distribution,1,11004.307638872593,Application development and maintenance,2020-01-27 20:20:14.998724,602
Stage 2,Kurzweil Educational Systems,205968.42942068656,north america,Retail & Distribution,1,11004.307638872593,Application development and maintenance,2020-07-30 20:20:14.998724,602
Stage 3,Kurzweil Educational Systems,205968.42942068656,north america,Retail & Distribution,1,11004.307638872593,Application development and maintenance,2020-08-27 20:20:14.998724,602
Stage 4,Kurzweil Educational Systems,205968.42942068656,north america,Retail & Distribution,1,11004.307638872593,Application development and maintenance,2020-12-15 20:20:14.998724,602
Stage 11,Kurzweil Educational Systems,205968.42942068656,north america,Retail & Distribution,1,11004.307638872593,Application development and maintenance,2021-03-15 20:20:14.998724,602
Stage 1,L&L Hawaiian Barbecue,242724.89125068387,others,Telecom,1,5623.049505423846,Application development and maintenance,2020-03-14 20:20:14.998724,603
